Entry	Reviewed	Length	Organism (ID)	PDB	Superkingdom	Phylum
A0A2D7GWN3	unreviewed	333	232		Bacteria	Pseudomonadota
A0A2D7K1I0	unreviewed	340	2024839		Bacteria	Pseudomonadota
A0A2D7LHK5	unreviewed	343	2024839		Bacteria	Pseudomonadota
A0A2D7NXG5	unreviewed	339	2026740		Bacteria	Bacteroidota
A0A2D7SF54	unreviewed	344	2024839		Bacteria	Pseudomonadota
A0A2D7SGR8	unreviewed	340	2024839		Bacteria	Pseudomonadota
A0A2D7SI78	unreviewed	344	2024839		Bacteria	Pseudomonadota
A0A2D7SIE6	unreviewed	338	2024839		Bacteria	Pseudomonadota
A0A2D7WSD1	unreviewed	332	50741		Bacteria	Pseudomonadota
A0A2D7WV89	unreviewed	344	50741		Bacteria	Pseudomonadota
A0A2D7ZEK0	unreviewed	338	2024839		Bacteria	Pseudomonadota
A0A2D8B923	unreviewed	329	1872635		Bacteria	Pseudomonadota
A0A2D8C4P7	unreviewed	345	1872435		Bacteria	Bacteroidota
A0A2D8C6B8	unreviewed	339	1872435		Bacteria	Bacteroidota
A0A2D8C8N8	unreviewed	340	1872435		Bacteria	Bacteroidota
A0A2D8K4T9	unreviewed	344	1913961		Bacteria	Pseudomonadota
A0A2D8K6F2	unreviewed	339	1913961		Bacteria	Pseudomonadota
A0A2D8KAA5	unreviewed	221	1913961		Bacteria	Pseudomonadota
A0A2D8KP81	unreviewed	350	1931228		Bacteria	Bacteroidota
A0A2D8L907	unreviewed	343	1904441		Bacteria	Pseudomonadota
A0A2D8LJN7	unreviewed	368	1871037		Bacteria	Bacteroidota
A0A2D8NPE5	unreviewed	182	51671		Bacteria	Actinomycetota
A0A2D8PCR4	unreviewed	350	2003363		Bacteria	Pseudomonadota
A0A2D8SE45	unreviewed	365	1904441		Bacteria	Pseudomonadota
A0A2D8SFJ0	unreviewed	343	1904441		Bacteria	Pseudomonadota
A0A2D8UKV4	unreviewed	339	1960830		Bacteria	Bacteroidota
A0A2D8URD1	unreviewed	329	1960830		Bacteria	Bacteroidota
A0A2D8URH9	unreviewed	342	1960830		Bacteria	Bacteroidota
A0A2D8WWS3	unreviewed	341	267		Bacteria	Pseudomonadota
A0A2D8Y8M5	unreviewed	340	1904441		Bacteria	Pseudomonadota
A0A2D9B550	unreviewed	339	232		Bacteria	Pseudomonadota
A0A2D9CR03	unreviewed	341	1486281		Bacteria	Pseudomonadota
A0A2D9DG45	unreviewed	339	1965325		Bacteria	Bacteroidota
A0A2D9LIY9	unreviewed	331	1486246		Bacteria	Pseudomonadota
A0A2D9LLT7	unreviewed	324	1486246		Bacteria	Pseudomonadota
A0A2D9QGB3	unreviewed	341	2024839		Bacteria	Pseudomonadota
A0A2D9QHE3	unreviewed	343	2024839		Bacteria	Pseudomonadota
A0A2D9RTA1	unreviewed	339	1871037		Bacteria	Bacteroidota
A0A2E0ACT5	unreviewed	336	2024851		Bacteria	Pseudomonadota
A0A2E0AFD4	unreviewed	340	2024851		Bacteria	Pseudomonadota
A0A2E0AG69	unreviewed	340	2024851		Bacteria	Pseudomonadota
A0A2E0L058	unreviewed	359	2024896		Bacteria	Chloroflexota
A0A2E0SV34	unreviewed	333	1870902		Bacteria	Actinomycetota
A0A2E0USL8	unreviewed	360	2024896		Bacteria	Chloroflexota
A0A2E1A6C5	unreviewed	355	2024896		Bacteria	Chloroflexota
A0A2E1AD41	unreviewed	337	2024896		Bacteria	Chloroflexota
A0A2E1AXP8	unreviewed	339	192149		Bacteria	Bacteroidota
A0A2E1DTQ1	unreviewed	368	1486281		Bacteria	Pseudomonadota
A0A2E1L3D5	unreviewed	346	1871037		Bacteria	Bacteroidota
A0A2E1LAS4	unreviewed	372	2026739		Archaea	Euryarchaeota
A0A2E1NIB1	unreviewed	338	2024839		Bacteria	Pseudomonadota
A0A2E1SI39	unreviewed	366	2026784		Bacteria	Verrucomicrobiota
A0A2E1ULT5	unreviewed	339	2024839		Bacteria	Pseudomonadota
A0A2E2AXI7	unreviewed	337	2026777		Bacteria	Planctomycetota
A0A2E2B049	unreviewed	330	2026777		Bacteria	Planctomycetota
A0A2E2B1I7	unreviewed	338	2026777		Bacteria	Planctomycetota
A0A2E2B5A5	unreviewed	347	2026777		Bacteria	Planctomycetota
A0A2E2B5W7	unreviewed	378	2026777		Bacteria	Planctomycetota
A0A2E2EAT9	unreviewed	360	1898112		Bacteria	Pseudomonadota
A0A2E2EPK3	unreviewed	340	1871037		Bacteria	Bacteroidota
A0A2E2ESZ0	unreviewed	332	1871037		Bacteria	Bacteroidota
A0A2E2IXA9	unreviewed	339	1871037		Bacteria	Bacteroidota
A0A2E2JS81	unreviewed	319	34009		Bacteria	Pseudomonadota
A0A2E2KRY6	unreviewed	347	1904441		Bacteria	Pseudomonadota
A0A2E2L944	unreviewed	348	51671		Bacteria	Actinomycetota
A0A2E2LBU3	unreviewed	178	51671		Bacteria	Actinomycetota
A0A2E2N662	unreviewed	342	1486246		Bacteria	Pseudomonadota
A0A2E2T3Y1	unreviewed	266	1912094		Bacteria	Pseudomonadota
A0A2E2XWI7	unreviewed	335	2026756		Bacteria	Bacteroidota
A0A2E3A1E6	unreviewed	338	2026801		Bacteria	Verrucomicrobiota
A0A2E3ACS3	unreviewed	338	2021391		Bacteria	Bacteroidota
A0A2E3F1P7	unreviewed	348	1977054		Bacteria	Bacteroidota
A0A2E3F2Y2	unreviewed	342	1977054		Bacteria	Bacteroidota
A0A2E3FHJ8	unreviewed	339	1904441		Bacteria	Pseudomonadota
A0A2E3H5X6	unreviewed	340	1914328		Bacteria	Pseudomonadota
A0A2E3PLN7	unreviewed	344	1904441		Bacteria	Pseudomonadota
A0A2E3QRG6	unreviewed	339	2026787		Bacteria	Rhodothermota
A0A2E3S930	unreviewed	348	192149		Bacteria	Bacteroidota
A0A2E3SQ80	unreviewed	337	1898104		Bacteria	Bacteroidota
A0A2E3UBQ2	unreviewed	319	1872125		Bacteria	Pseudomonadota
A0A2E3VQY2	unreviewed	349	192149		Bacteria	Bacteroidota
A0A2E4PLY6	unreviewed	338	239		Bacteria	Bacteroidota
A0A2E5FYU5	unreviewed	341	2006849		Bacteria	Pseudomonadota
A0A2E5GK04	unreviewed	341	1977054		Bacteria	Bacteroidota
A0A2E5GMP1	unreviewed	344	1977054		Bacteria	Bacteroidota
A0A2E5GTF8	unreviewed	346	1977054		Bacteria	Bacteroidota
A0A2E5MRV1	unreviewed	332	1916082		Bacteria	Pseudomonadota
A0A2E5SQ61	unreviewed	344	50741		Bacteria	Pseudomonadota
A0A2E6BPA9	unreviewed	269	2026788		Bacteria	Pseudomonadota
A0A2E6GLG9	unreviewed	343	1898112		Bacteria	Pseudomonadota
A0A2E6LYX9	unreviewed	334	1913989		Bacteria	Pseudomonadota
A0A2E6SE50	unreviewed	357	2026760		Bacteria	Candidatus Neomarinimicrobiota
A0A2E6V7R6	unreviewed	348	1883156		Bacteria	Bacteroidota
A0A2E6VD76	unreviewed	332	1883156		Bacteria	Bacteroidota
A0A2E6VEV6	unreviewed	337	1883156		Bacteria	Bacteroidota
A0A2E6X0C3	unreviewed	238	1903071		Bacteria	Pseudomonadota
A0A2E6X0G1	unreviewed	375	1903071		Bacteria	Pseudomonadota
A0A2E7BF70	unreviewed	352	1898112		Bacteria	Pseudomonadota
A0A2E7Q4T5	unreviewed	344	1904441		Bacteria	Pseudomonadota
A0A2E7WK41	unreviewed	327	2024839		Bacteria	Pseudomonadota
A0A2E7ZGZ7	unreviewed	263	2026735		Bacteria	Myxococcota
A0A2E7ZJ36	unreviewed	341	2026735		Bacteria	Myxococcota
A0A2E8AGH7	unreviewed	327	50741		Bacteria	Pseudomonadota
A0A2E8CDL9	unreviewed	367	2026735		Bacteria	Myxococcota
A0A2E8I8F4	unreviewed	342	1977054		Bacteria	Bacteroidota
A0A2E8ICZ1	unreviewed	344	1977054		Bacteria	Bacteroidota
A0A2E8IUJ9	unreviewed	319	1869227		Bacteria	
A0A2E8JIF6	unreviewed	340	2024839		Bacteria	Pseudomonadota
A0A2E8MSY7	unreviewed	336	2026788		Bacteria	Pseudomonadota
A0A2E8MT75	unreviewed	335	2026788		Bacteria	Pseudomonadota
A0A2E8Q5C2	unreviewed	340	1904441		Bacteria	Pseudomonadota
A0A2E8W0C3	unreviewed	343	2024839		Bacteria	Pseudomonadota
A0A2E8YEQ8	unreviewed	362	2026796		Bacteria	Pseudomonadota
A0A2E9I4U9	unreviewed	341	1924940		Bacteria	Pseudomonadota
A0A2E9I7P0	unreviewed	359	1924940		Bacteria	Pseudomonadota
A0A2E9IS40	unreviewed	326	2026784		Bacteria	Verrucomicrobiota
A0A2E9IU60	unreviewed	346	2026784		Bacteria	Verrucomicrobiota
A0A2E9JVK4	unreviewed	341	2026725		Bacteria	Pseudomonadota
A0A2E9K2S0	unreviewed	336	1916082		Bacteria	Pseudomonadota
A0A2E9K910	unreviewed	331	1916082		Bacteria	Pseudomonadota
A0A2E9SWA4	unreviewed	360	1898112		Bacteria	Pseudomonadota
A0A2E9YTA8	unreviewed	337	1907202		Bacteria	Pseudomonadota
A0A2E9ZRK9	unreviewed	184	2026801		Bacteria	Verrucomicrobiota
A0A2F0PUB0	unreviewed	334	615		Bacteria	Pseudomonadota
A0A2F0Q2C5	unreviewed	331	615		Bacteria	Pseudomonadota
A0A2G0EB57	unreviewed	307	1352		Bacteria	Bacillota
A0A2G0Q7V8	unreviewed	331	351679		Bacteria	Pseudomonadota
A0A2G0QE98	unreviewed	333	351679		Bacteria	Pseudomonadota
A0A2G0QEQ4	unreviewed	341	351679		Bacteria	Pseudomonadota
A0A2G0VBD0	unreviewed	331	1718918		Bacteria	Pseudomonadota
A0A2G0VNN4	unreviewed	339	1718917		Bacteria	Pseudomonadota
A0A2G0W023	unreviewed	337	1718917		Bacteria	Pseudomonadota
A0A2G0W1D5	unreviewed	341	1718919		Bacteria	Pseudomonadota
A0A2G0WAW8	unreviewed	292	1718919		Bacteria	Pseudomonadota
A0A2G0WGB4	unreviewed	331	1718917		Bacteria	Pseudomonadota
A0A2G0WT55	unreviewed	331	1718919		Bacteria	Pseudomonadota
A0A2G0YM39	unreviewed	339	1718920		Bacteria	Pseudomonadota
A0A2G0YYC6	unreviewed	334	1718920		Bacteria	Pseudomonadota
A0A2G0Z965	unreviewed	331	1718920		Bacteria	Pseudomonadota
A0A2G1MDK3	unreviewed	341	1125964		Bacteria	Pseudomonadota
A0A2G1MJ20	unreviewed	341	1125964		Bacteria	Pseudomonadota
A0A2G1TVT3	unreviewed	312	492670		Bacteria	Bacillota
A0A2G1VDX3	unreviewed	336	432303		Bacteria	Pseudomonadota
A0A2G1VFH1	unreviewed	331	432303		Bacteria	Pseudomonadota
A0A2G1VS58	unreviewed	345	1655491		Bacteria	Bacteroidota
A0A2G1YAD4	unreviewed	263	1912891		Bacteria	Pseudomonadota
A0A2G1ZF61	unreviewed	332	50741		Bacteria	Pseudomonadota
A0A2G2AAH7	unreviewed	343	2030825		Bacteria	Pseudomonadota
A0A2G2AC66	unreviewed	340	2030825		Bacteria	Pseudomonadota
A0A2G2ADA1	unreviewed	341	2030825		Bacteria	Pseudomonadota
A0A2G2B8E4	unreviewed	341	2030815		Bacteria	Pseudomonadota
A0A2G2BQN5	unreviewed	324	1486246		Bacteria	Pseudomonadota
A0A2G2BT74	unreviewed	337	1903071		Bacteria	Pseudomonadota
A0A2G2BVQ4	unreviewed	345	1903071		Bacteria	Pseudomonadota
A0A2G2FR67	unreviewed	339	2030823		Bacteria	Pseudomonadota
A0A2G2HAS8	unreviewed	326	1872629		Bacteria	Campylobacterota
A0A2G2IMY7	unreviewed	327	78556		Bacteria	Pseudomonadota
A0A2G2KV84	unreviewed	338	1920245		Bacteria	Pseudomonadota
A0A2G2NHK1	unreviewed	332	50741		Bacteria	Pseudomonadota
A0A2G2NSP2	unreviewed	344	50741		Bacteria	Pseudomonadota
A0A2G2NY62	unreviewed	343	1925666		Bacteria	Bacteroidota
A0A2G3E1J3	unreviewed	320	1712665		Bacteria	Bacillota
A0A2G3E284	unreviewed	345	1712665		Bacteria	Bacillota
A0A2G3J6W0	unreviewed	331	1506510		Bacteria	Pseudomonadota
A0A2G3J8R5	unreviewed	337	1506510		Bacteria	Pseudomonadota
A0A2G3K4J3	unreviewed	347	1559339		Bacteria	Pseudomonadota
A0A2G3K6V2	unreviewed	340	1559339		Bacteria	Pseudomonadota
A0A2G3L8F8	unreviewed	336	2048010		Bacteria	Pseudomonadota
A0A2G3NXR7	unreviewed	307	59310		Bacteria	Bacillota
A0A2G3NZ52	unreviewed	307	59310		Bacteria	Bacillota
A0A2G3PTY9	unreviewed	740	1898203		Bacteria	Bacillota
A0A2G3PYP3	unreviewed	331	1898203		Bacteria	Bacillota
A0A2G3Q235	unreviewed	345	1898203		Bacteria	Bacillota
A0A2G4DC14	unreviewed	331	129138		Bacteria	Pseudomonadota
A0A2G4DIF6	unreviewed	327	1230465		Bacteria	Pseudomonadota
A0A2G4FL18	unreviewed	344	2021391		Bacteria	Bacteroidota
A0A2G4G9G7	unreviewed	329	2026771		Bacteria	Verrucomicrobiota
A0A2G4GJA8	unreviewed	341	1869212		Bacteria	Bacteroidota
A0A2G4HIS7	unreviewed	349	2026771		Bacteria	Verrucomicrobiota
A0A2G4I9F4	unreviewed	337	2024890		Bacteria	Verrucomicrobiota
A0A2G4TYH4	unreviewed	330	634		Bacteria	Pseudomonadota
A0A2G4TZV8	unreviewed	343	634		Bacteria	Pseudomonadota
A0A2G4U2Y3	unreviewed	331	634		Bacteria	Pseudomonadota
A0A2G4U737	unreviewed	315	634		Bacteria	Pseudomonadota
A0A2G4U7P9	unreviewed	334	634		Bacteria	Pseudomonadota
A0A2G4U7V1	unreviewed	335	634		Bacteria	Pseudomonadota
A0A2G4WKR6	unreviewed	336	553611		Bacteria	Pseudomonadota
A0A2G4WPG8	unreviewed	356	553611		Bacteria	Pseudomonadota
A0A2G4YW49	unreviewed	337	2043170		Bacteria	Pseudomonadota
A0A2G5FVP9	unreviewed	328	1691904		Bacteria	Pseudomonadota
A0A2G5FWH0	unreviewed	339	1691904		Bacteria	Pseudomonadota
A0A2G5J2S8	unreviewed	351	1958787		Bacteria	Actinomycetota
A0A2G5KCF6	unreviewed	334	1889778		Bacteria	Pseudomonadota
A0A2G5KLA5	unreviewed	332	1889779		Bacteria	Bacteroidota
A0A2G5LKR5	unreviewed	352	1712677		Bacteria	Pseudomonadota
A0A2G5LL00	unreviewed	339	1712677		Bacteria	Pseudomonadota
A0A2G5LYZ2	unreviewed	331	1712677		Bacteria	Pseudomonadota
A0A2G5MH14	unreviewed	331	1712678		Bacteria	Pseudomonadota
A0A2G5N3D0	unreviewed	339	1712678		Bacteria	Pseudomonadota
A0A2G5N613	unreviewed	306	1712678		Bacteria	Pseudomonadota
A0A2G5PSV3	unreviewed	363	2013021		Bacteria	Actinomycetota
A0A2G5PT97	unreviewed	410	2013021		Bacteria	Actinomycetota
A0A2G5PTK5	unreviewed	361	2013021		Bacteria	Actinomycetota
A0A2G5PUA2	unreviewed	347	2013021		Bacteria	Actinomycetota
A0A2G5Q1H9	unreviewed	410	2013020		Bacteria	Actinomycetota
A0A2G5Q235	unreviewed	361	2013020		Bacteria	Actinomycetota
A0A2G5Q4B1	unreviewed	347	2013020		Bacteria	Actinomycetota
A0A2G5Q4W8	unreviewed	363	2013020		Bacteria	Actinomycetota
A0A2G5Q5A6	unreviewed	352	2013020		Bacteria	Actinomycetota
A0A2G5WIC3	unreviewed	333	2048263		Bacteria	Bacillota
A0A2G5WV67	unreviewed	333	2048262		Bacteria	Bacillota
A0A2G5XEJ3	unreviewed	333	2048260		Bacteria	Bacillota
A0A2G6B902	unreviewed	333	2048245		Bacteria	Bacillota
A0A2G6DN73	unreviewed	266	2044943		Bacteria	Pseudomonadota
A0A2G6DTJ5	unreviewed	198	2026762		Bacteria	Actinomycetota
A0A2G6E277	unreviewed	361	2044937		Bacteria	
A0A2G6E4P9	unreviewed	323	2044937		Bacteria	
A0A2G6E733	unreviewed	401	2044937		Bacteria	
A0A2G6EA47	unreviewed	339	2026749		Bacteria	Ignavibacteriota
A0A2G6EAI4	unreviewed	334	2044937		Bacteria	
A0A2G6EAJ9	unreviewed	340	2044937		Bacteria	
A0A2G6F0J5	unreviewed	257	2044941		Bacteria	Bacteroidota
A0A2G6GPP7	unreviewed	332	2044936		Bacteria	Bacteroidota
A0A2G6GRY0	unreviewed	250	2044936		Bacteria	Bacteroidota
A0A2G6I1S8	unreviewed	329	2026792		Bacteria	Spirochaetota
A0A2G6I9L4	unreviewed	357	1948890		Bacteria	Pseudomonadota
A0A2G6ICX3	unreviewed	379	1948890		Bacteria	Pseudomonadota
A0A2G6IDE9	unreviewed	137	1948890		Bacteria	Pseudomonadota
A0A2G6IFG0	unreviewed	347	1948890		Bacteria	Pseudomonadota
A0A2G6ILM9	unreviewed	340	1948890		Bacteria	Pseudomonadota
A0A2G6IVE3	unreviewed	342	1948890		Bacteria	Pseudomonadota
A0A2G6KCV1	unreviewed	342	2044937		Bacteria	
A0A2G6KF63	unreviewed	117	2044937		Bacteria	
A0A2G6KLU5	unreviewed	334	2044937		Bacteria	
A0A2G6KM79	unreviewed	335	2044937		Bacteria	
A0A2G6LJW0	unreviewed	349	2021391		Bacteria	Bacteroidota
A0A2G6Q5Y7	unreviewed	337	2039284		Bacteria	Bacillota
A0A2G6QBC9	unreviewed	325	2039284		Bacteria	Bacillota
A0A2G6R269	unreviewed	256	1977903		Bacteria	Actinomycetota
A0A2G6T8Q0	unreviewed	342	2035198		Bacteria	Bacteroidota
A0A2G6TFE2	unreviewed	341	2035198		Bacteria	Bacteroidota
A0A2G6U4X7	unreviewed	376	2035215		Bacteria	Pseudomonadota
A0A2G6VU43	unreviewed	346	357523		Bacteria	Bacteroidota
A0A2G6VWF7	unreviewed	339	357523		Bacteria	Bacteroidota
A0A2G6WK58	unreviewed	337	308053		Bacteria	Bacteroidota
A0A2G6WKR2	unreviewed	342	308053		Bacteria	Bacteroidota
A0A2G6WME6	unreviewed	336	308053		Bacteria	Bacteroidota
A0A2G7HFI4	unreviewed	332	39481		Bacteria	Bacillota
A0A2G7M127	unreviewed	374	2053014		Bacteria	Bacillota
A0A2G7M2V3	unreviewed	322	2053014		Bacteria	Bacillota
A0A2G8D144	unreviewed	328	1928656		Bacteria	Pseudomonadota
A0A2G8D1I6	unreviewed	368	1933287		Bacteria	Actinomycetota
A0A2G8D9A0	unreviewed	336	1928656		Bacteria	Pseudomonadota
A0A2G8D9P6	unreviewed	335	1928656		Bacteria	Pseudomonadota
A0A2G8DAJ7	unreviewed	343	1928656		Bacteria	Pseudomonadota
A0A2G8DBW2	unreviewed	331	1928656		Bacteria	Pseudomonadota
A0A2G8DBZ9	unreviewed	331	1928656		Bacteria	Pseudomonadota
A0A2G8DD92	unreviewed	354	1928656		Bacteria	Pseudomonadota
A0A2G8DEI4	unreviewed	316	1421003		Bacteria	Thermotogota
A0A2G8DGQ3	unreviewed	328	1421003		Bacteria	Thermotogota
A0A2G8E8Z7	unreviewed	336	1912096		Bacteria	Pseudomonadota
A0A2G8EAV0	unreviewed	338	1912096		Bacteria	Pseudomonadota
A0A2G8EHS8	unreviewed	331	1912096		Bacteria	Pseudomonadota
A0A2G8IPQ5	unreviewed	329	1408		Bacteria	Bacillota
A0A2G8IX71	unreviewed	327	1408		Bacteria	Bacillota
A0A2G8IXG6	unreviewed	329	1408		Bacteria	Bacillota
A0A2G8N2N3	unreviewed	331	1751969		Bacteria	Pseudomonadota
A0A2G8N4K5	unreviewed	340	1751969		Bacteria	Pseudomonadota
A0A2G8R226	unreviewed	341	1206336		Bacteria	Pseudomonadota
A0A2G8RG67	unreviewed	343	1206336		Bacteria	Pseudomonadota
A0A2G8ZSX1	unreviewed	332	562		Bacteria	Pseudomonadota
A0A2G9KX13	unreviewed	331	103796		Bacteria	Pseudomonadota
A0A2G9VP27	unreviewed	326	375175		Bacteria	Bacillota
A0A2G9WP71	unreviewed	353	2023338		Bacteria	Pseudomonadota
A0A2G9WRG1	unreviewed	346	2023338		Bacteria	Pseudomonadota
A0A2G9X1U9	unreviewed	356	2023338		Bacteria	Pseudomonadota
A0A2H0D2A1	unreviewed	343	1974042		Bacteria	Ignavibacteriota
A0A2H0ENV6	unreviewed	315	1974087		Bacteria	Pseudomonadota
A0A2H0J2A4	unreviewed	352	1973952		Bacteria	Pseudomonadota
A0A2H0XW97	unreviewed	154	2014293		Bacteria	
A0A2H0Z0E3	unreviewed	343	1974041		Bacteria	Ignavibacteriota
A0A2H1JQ89	unreviewed	359	1255669		Bacteria	Actinomycetota
A0A2H1MMB9	unreviewed	312	1599		Bacteria	Bacillota
A0A2H1NVN4	unreviewed	312	1599		Bacteria	Bacillota
A0A2H2YF90	unreviewed	356	1844100		Bacteria	Pseudomonadota
A0A2H2YUI8	unreviewed	303	1844100		Bacteria	Pseudomonadota
A0A2H2YZF5	unreviewed	337	1844100		Bacteria	Pseudomonadota
A0A2H2Z758	unreviewed	303	1844100		Bacteria	Pseudomonadota
A0A2H2ZCK4	unreviewed	339	1844100		Bacteria	Pseudomonadota
A0A2H3KBB3	unreviewed	343	55197		Bacteria	Bacteroidota
A0A2H3KEG0	unreviewed	342	55197		Bacteria	Bacteroidota
A0A2H3MH30	unreviewed	325	64104		Bacteria	Bacillota
A0A2H3NMQ5	unreviewed	335	1469170		Bacteria	Rhodothermota
A0A2H4TLM9	unreviewed	332	562		Bacteria	Pseudomonadota
A0A2H4TZT3	unreviewed	342	562		Bacteria	Pseudomonadota
A0A2H5BCF7	unreviewed	342	2018025		Bacteria	Actinomycetota
A0A2H5EU88	unreviewed	340	1077935		Bacteria	Pseudomonadota
A0A2H5F0H7	unreviewed	337	1077935		Bacteria	Pseudomonadota
A0A2H5F2F6	unreviewed	340	1077935		Bacteria	Pseudomonadota
A0A2H5XFG7	unreviewed	348	2035412		Bacteria	
A0A2H5ZSE2	unreviewed	354	2035426		Bacteria	
A0A2H6BEA5	unreviewed	340	1437817		Bacteria	Pseudomonadota
A0A2H6C1E2	unreviewed	223	1513897		Bacteria	Bacillota
A0A2H6CD91	unreviewed	338	1513898		Bacteria	Bacillota
A0A2H6CDI9	unreviewed	342	1513898		Bacteria	Bacillota
A0A2H6D094	unreviewed	332	1513897		Bacteria	Bacillota
A0A2H6D4S3	unreviewed	338	1513897		Bacteria	Bacillota
A0A2H6DBQ5	unreviewed	332	1513897		Bacteria	Bacillota
A0A2H6EXK9	unreviewed	338	2005713		Bacteria	
A0A2H9B841	unreviewed	342	562		Bacteria	Pseudomonadota
A0A2H9ENZ6	unreviewed	342	562		Bacteria	Pseudomonadota
A0A2H9G7Q2	unreviewed	342	562		Bacteria	Pseudomonadota
A0A2H9PBA2	unreviewed	156	1974542		Bacteria	Candidatus Desantisbacteria
A0A2H9PD92	unreviewed	230	1974542		Bacteria	Candidatus Desantisbacteria
A0A2H9U1N0	unreviewed	345	1006623		Bacteria	Pseudomonadota
A0A2H9U205	unreviewed	315	1006623		Bacteria	Pseudomonadota
A0A2H9U8Z5	unreviewed	335	1006623		Bacteria	Pseudomonadota
A0A2H9U9V2	unreviewed	341	1006623		Bacteria	Pseudomonadota
A0A2H9VW63	unreviewed	331	1457233		Bacteria	Bacteroidota
A0A2I0D3S8	unreviewed	331	2058320		Bacteria	Bacteroidota
A0A2I0DTP6	unreviewed	358	2058316		Bacteria	Pseudomonadota
A0A2I0F5Y6	unreviewed	327	2058327		Bacteria	Pseudomonadota
A0A2I0FAY9	unreviewed	341	2058327		Bacteria	Pseudomonadota
A0A2I0FPQ4	unreviewed	338	2058318		Bacteria	Bacillota
A0A2I0FV73	unreviewed	336	2025587		Bacteria	Pseudomonadota
A0A2I0FW38	unreviewed	340	2025587		Bacteria	Pseudomonadota
A0A2I0FZ04	unreviewed	338	2025587		Bacteria	Pseudomonadota
A0A2I0G0N5	unreviewed	353	2025587		Bacteria	Pseudomonadota
A0A2I0G0Q7	unreviewed	331	2025587		Bacteria	Pseudomonadota
A0A2I0G0T0	unreviewed	353	2025587		Bacteria	Pseudomonadota
A0A2I0YTH4	unreviewed	313	1590		Bacteria	Bacillota
A0A2I0Z6K9	unreviewed	312	1589		Bacteria	Bacillota
A0A2I1ITC9	unreviewed	336	544580		Bacteria	Actinomycetota
A0A2I1J0G4	unreviewed	346	216816		Bacteria	Actinomycetota
A0A2I1J1T7	unreviewed	366	216816		Bacteria	Actinomycetota
A0A2I1JZA2	unreviewed	334	137730		Bacteria	Bacillota
A0A2I1K882	unreviewed	331	87541		Bacteria	Bacillota
A0A2I1KUQ1	unreviewed	342	103621		Bacteria	Actinomycetota
A0A2I1M498	unreviewed	387	419015		Bacteria	Actinomycetota
A0A2I1PEE8	unreviewed	351	13076		Bacteria	Bacillota
A0A2I1R4P4	unreviewed	334	2055		Bacteria	Actinomycetota
A0A2I1TYG9	unreviewed	328	28037		Bacteria	Bacillota
A0A2I1UC99	unreviewed	328	1458253		Bacteria	Bacillota
A0A2I1UV12	unreviewed	328	1328		Bacteria	Bacillota
A0A2I1VSB0	unreviewed	339	598660		Bacteria	Actinomycetota
A0A2I1Y9R6	unreviewed	368	184870		Bacteria	Actinomycetota
A0A2I1YCR8	unreviewed	354	184870		Bacteria	Actinomycetota
A0A2I1YIK4	unreviewed	307	59310		Bacteria	Bacillota
A0A2I1YZK6	unreviewed	328	28037		Bacteria	Bacillota
A0A2I2AAI5	unreviewed	327	1601		Bacteria	Bacillota
A0A2I2DT95	unreviewed	334	1721092		Bacteria	Bacteroidota
A0A2I2J2N4	unreviewed	342	1870995		Bacteria	Actinomycetota
A0A2I2KZE9	unreviewed	335	1836972		Bacteria	Actinomycetota
A0A2I3CD60	unreviewed	335	1219076		Bacteria	Pseudomonadota
A0A2I3CQE6	unreviewed	334	1219076		Bacteria	Pseudomonadota
A0A2I5HCN7	unreviewed	340	59204		Bacteria	Pseudomonadota
A0A2I5HGF2	unreviewed	336	59204		Bacteria	Pseudomonadota
A0A2I5HH14	unreviewed	342	59204		Bacteria	Pseudomonadota
A0A2I5HKH1	unreviewed	334	59204		Bacteria	Pseudomonadota
A0A2I5HMI9	unreviewed	331	59204		Bacteria	Pseudomonadota
A0A2I5HNT5	unreviewed	346	59204		Bacteria	Pseudomonadota
A0A2I5HPR4	unreviewed	332	59204		Bacteria	Pseudomonadota
A0A2I5KIM5	unreviewed	327	1307		Bacteria	Bacillota
A0A2I5KRU5	unreviewed	327	1307		Bacteria	Bacillota
A0A2I5T2V8	unreviewed	334	104623		Bacteria	Pseudomonadota
A0A2I5T4D6	unreviewed	334	104623		Bacteria	Pseudomonadota
A0A2I5T9Y7	unreviewed	338	104623		Bacteria	Pseudomonadota
A0A2I5TCX5	unreviewed	331	104623		Bacteria	Pseudomonadota
A0A2I5TFM4	unreviewed	332	104623		Bacteria	Pseudomonadota
A0A2I5TP50	unreviewed	328	104623		Bacteria	Pseudomonadota
A0A2I6EYI4	unreviewed	342	562		Bacteria	Pseudomonadota
A0A2I7SHS3	unreviewed	333	2069432		Bacteria	Bacteroidota
A0A2I8D4W1	unreviewed	315	1758179		Bacteria	Pseudomonadota
A0A2I8D6R2	unreviewed	335	1758179		Bacteria	Pseudomonadota
A0A2I8DA84	unreviewed	327	1758179		Bacteria	Pseudomonadota
A0A2I8END6	unreviewed	357	311230		Bacteria	Pseudomonadota
A0A2I8ESB5	unreviewed	338	311230		Bacteria	Pseudomonadota
A0A2I8QXA0	unreviewed	335	1636608		Bacteria	Pseudomonadota
A0A2I8R0L4	unreviewed	315	1636608		Bacteria	Pseudomonadota
A0A2I8R6I9	unreviewed	336	1636608		Bacteria	Pseudomonadota
